AllocCPUS%|%AllocNodes%|%CPUTimeRAW%|%End%|%ExitCode%|%Flags%|%Group%|%JobID%|%JobName%|%NCPUS%|%NNodes%|%NodeList%|%NTasks%|%Partition%|%ReqCPUS%|%ReqMem%|%ReqNodes%|%Start%|%State%|%Submit%|%SystemCPU%|%TimelimitRaw%|%TotalCPU%|%UserCPU%|%
112%|%1%|%1258096%|%2024-08-24T19:12:26%|%0:0%|%%|%%|%97845.76%|%hydra_bstrap_proxy%|%112%|%1%|%icpnq623%|%1%|%%|%112%|%%|%0.00M%|%2024-08-24T16:05:13%|%COMPLETED%|%2024-08-24T16:05:13%|%02:59:31%|%%|%14-11:34:32%|%14-08:35:00%|%
112%|%1%|%1258096%|%2024-08-24T19:12:26%|%0:0%|%%|%%|%97845.77%|%hydra_bstrap_proxy%|%112%|%1%|%icpnq635%|%1%|%%|%112%|%%|%0.00M%|%2024-08-24T16:05:13%|%COMPLETED%|%2024-08-24T16:05:13%|%06:10:44%|%%|%14-11:07:05%|%14-04:56:20%|%
112%|%1%|%1258096%|%2024-08-24T19:12:26%|%0:0%|%%|%%|%97845.78%|%hydra_bstrap_proxy%|%112%|%1%|%icpnq651%|%1%|%%|%112%|%%|%0.00M%|%2024-08-24T16:05:13%|%COMPLETED%|%2024-08-24T16:05:13%|%06:02:36%|%%|%14-11:04:52%|%14-05:02:15%|%
112%|%1%|%1258096%|%2024-08-24T19:12:26%|%0:0%|%%|%%|%97845.79%|%hydra_bstrap_proxy%|%112%|%1%|%icpnq637%|%1%|%%|%112%|%%|%0.00M%|%2024-08-24T16:05:13%|%COMPLETED%|%2024-08-24T16:05:13%|%05:18:16%|%%|%14-11:08:38%|%14-05:50:21%|%
112%|%1%|%1258096%|%2024-08-24T19:12:26%|%0:0%|%%|%%|%97845.80%|%hydra_bstrap_proxy%|%112%|%1%|%icpnq633%|%1%|%%|%112%|%%|%0.00M%|%2024-08-24T16:05:13%|%COMPLETED%|%2024-08-24T16:05:13%|%04:46:53%|%%|%14-11:19:05%|%14-06:32:11%|%
112%|%1%|%1258096%|%2024-08-24T19:12:26%|%0:0%|%%|%%|%97845.81%|%hydra_bstrap_proxy%|%112%|%1%|%icpnq627%|%1%|%%|%112%|%%|%0.00M%|%2024-08-24T16:05:13%|%COMPLETED%|%2024-08-24T16:05:13%|%06:32:53%|%%|%14-11:03:36%|%14-04:30:43%|%
112%|%1%|%1258096%|%2024-08-24T19:12:26%|%0:0%|%%|%%|%97845.82%|%hydra_bstrap_proxy%|%112%|%1%|%icpnq631%|%1%|%%|%112%|%%|%0.00M%|%2024-08-24T16:05:13%|%COMPLETED%|%2024-08-24T16:05:13%|%06:29:51%|%%|%14-11:05:08%|%14-04:35:17%|%
112%|%1%|%1258096%|%2024-08-24T19:12:26%|%0:0%|%%|%%|%97845.83%|%hydra_bstrap_proxy%|%112%|%1%|%icpnq639%|%1%|%%|%112%|%%|%0.00M%|%2024-08-24T16:05:13%|%COMPLETED%|%2024-08-24T16:05:13%|%04:09:33%|%%|%14-11:20:48%|%14-07:11:15%|%
112%|%1%|%1258096%|%2024-08-24T19:12:26%|%0:0%|%%|%%|%97845.84%|%hydra_bstrap_proxy%|%112%|%1%|%icpnq645%|%1%|%%|%112%|%%|%0.00M%|%2024-08-24T16:05:13%|%COMPLETED%|%2024-08-24T16:05:13%|%04:07:57%|%%|%14-11:21:11%|%14-07:13:13%|%
1792%|%16%|%20806912%|%2024-08-24T22:27:08%|%0:0%|%%|%%|%97845.85%|%hydra_bstrap_proxy%|%1792%|%16%|%icpnq[622,624,626,628,630,632,634,636,638,640,642,644,646,648,650,652]%|%16%|%%|%1792%|%%|%0.00M%|%2024-08-24T19:13:37%|%COMPLETED%|%2024-08-24T19:13:37%|%2-20:13:20%|%%|%239-08:04:14%|%236-11:50:54%|%
112%|%1%|%1300432%|%2024-08-24T22:27:08%|%0:0%|%%|%%|%97845.86%|%hydra_bstrap_proxy%|%112%|%1%|%icpnq647%|%1%|%%|%112%|%%|%0.00M%|%2024-08-24T19:13:37%|%COMPLETED%|%2024-08-24T19:13:37%|%01:29:38%|%%|%14-23:26:03%|%14-21:56:25%|%
112%|%1%|%1300432%|%2024-08-24T22:27:08%|%0:0%|%%|%%|%97845.87%|%hydra_bstrap_proxy%|%112%|%1%|%icpnq635%|%1%|%%|%112%|%%|%0.00M%|%2024-08-24T19:13:37%|%COMPLETED%|%2024-08-24T19:13:37%|%06:32:30%|%%|%14-22:42:05%|%14-16:09:35%|%
112%|%1%|%1300432%|%2024-08-24T22:27:08%|%0:0%|%%|%%|%97845.88%|%hydra_bstrap_proxy%|%112%|%1%|%icpnq643%|%1%|%%|%112%|%%|%0.00M%|%2024-08-24T19:13:37%|%COMPLETED%|%2024-08-24T19:13:37%|%05:27:52%|%%|%14-22:51:37%|%14-17:23:44%|%
112%|%1%|%1300432%|%2024-08-24T22:27:08%|%0:0%|%%|%%|%97845.89%|%hydra_bstrap_proxy%|%112%|%1%|%icpnq625%|%1%|%%|%112%|%%|%0.00M%|%2024-08-24T19:13:37%|%COMPLETED%|%2024-08-24T19:13:37%|%02:03:53%|%%|%14-23:22:11%|%14-21:18:17%|%
112%|%1%|%1300432%|%2024-08-24T22:27:08%|%0:0%|%%|%%|%97845.90%|%hydra_bstrap_proxy%|%112%|%1%|%icpnq623%|%1%|%%|%112%|%%|%0.00M%|%2024-08-24T19:13:37%|%COMPLETED%|%2024-08-24T19:13:37%|%06:58:35%|%%|%14-22:38:55%|%14-15:40:19%|%
112%|%1%|%1300432%|%2024-08-24T22:27:08%|%0:0%|%%|%%|%97845.91%|%hydra_bstrap_proxy%|%112%|%1%|%icpnq637%|%1%|%%|%112%|%%|%0.00M%|%2024-08-24T19:13:37%|%COMPLETED%|%2024-08-24T19:13:37%|%05:12:50%|%%|%14-22:48:19%|%14-17:35:29%|%
112%|%1%|%1300432%|%2024-08-24T22:27:08%|%0:0%|%%|%%|%97845.92%|%hydra_bstrap_proxy%|%112%|%1%|%icpnq633%|%1%|%%|%112%|%%|%0.00M%|%2024-08-24T19:13:37%|%COMPLETED%|%2024-08-24T19:13:37%|%04:39:20%|%%|%14-22:55:36%|%14-18:16:15%|%
112%|%1%|%1300432%|%2024-08-24T22:27:08%|%0:0%|%%|%%|%97845.93%|%hydra_bstrap_proxy%|%112%|%1%|%icpnq627%|%1%|%%|%112%|%%|%0.00M%|%2024-08-24T19:13:37%|%COMPLETED%|%2024-08-24T19:13:37%|%01:22:37%|%%|%14-23:22:34%|%14-21:59:57%|%
112%|%1%|%1300432%|%2024-08-24T22:27:08%|%0:0%|%%|%%|%97845.94%|%hydra_bstrap_proxy%|%112%|%1%|%icpnq645%|%1%|%%|%112%|%%|%0.00M%|%2024-08-24T19:13:37%|%COMPLETED%|%2024-08-24T19:13:37%|%05:42:46%|%%|%14-22:47:42%|%14-17:04:56%|%
112%|%1%|%1300432%|%2024-08-24T22:27:08%|%0:0%|%%|%%|%97845.95%|%hydra_bstrap_proxy%|%112%|%1%|%icpnq653%|%1%|%%|%112%|%%|%0.00M%|%2024-08-24T19:13:37%|%COMPLETED%|%2024-08-24T19:13:37%|%04:01:41%|%%|%14-22:56:38%|%14-18:54:57%|%
112%|%1%|%1300432%|%2024-08-24T22:27:08%|%0:0%|%%|%%|%97845.96%|%hydra_bstrap_proxy%|%112%|%1%|%icpnq639%|%1%|%%|%112%|%%|%0.00M%|%2024-08-24T19:13:37%|%COMPLETED%|%2024-08-24T19:13:37%|%05:30:40%|%%|%14-22:49:42%|%14-17:19:02%|%
112%|%1%|%1300432%|%2024-08-24T22:27:08%|%0:0%|%%|%%|%97845.97%|%hydra_bstrap_proxy%|%112%|%1%|%icpnq651%|%1%|%%|%112%|%%|%0.00M%|%2024-08-24T19:13:37%|%COMPLETED%|%2024-08-24T19:13:37%|%05:49:22%|%%|%14-22:44:18%|%14-16:54:55%|%
112%|%1%|%1300432%|%2024-08-24T22:27:08%|%0:0%|%%|%%|%97845.98%|%hydra_bstrap_proxy%|%112%|%1%|%icpnq649%|%1%|%%|%112%|%%|%0.00M%|%2024-08-24T19:13:37%|%COMPLETED%|%2024-08-24T19:13:37%|%01:13:32%|%%|%14-23:27:24%|%14-22:13:51%|%
112%|%1%|%1300432%|%2024-08-24T22:27:08%|%0:0%|%%|%%|%97845.99%|%hydra_bstrap_proxy%|%112%|%1%|%icpnq641%|%1%|%%|%112%|%%|%0.00M%|%2024-08-24T19:13:37%|%COMPLETED%|%2024-08-24T19:13:37%|%02:07:42%|%%|%14-23:18:56%|%14-21:11:13%|%
112%|%1%|%1300432%|%2024-08-24T22:27:08%|%0:0%|%%|%%|%97845.100%|%hydra_bstrap_proxy%|%112%|%1%|%icpnq629%|%1%|%%|%112%|%%|%0.00M%|%2024-08-24T19:13:37%|%COMPLETED%|%2024-08-24T19:13:37%|%06:32:39%|%%|%14-22:39:15%|%14-16:06:35%|%
112%|%1%|%1300432%|%2024-08-24T22:27:08%|%0:0%|%%|%%|%97845.101%|%hydra_bstrap_proxy%|%112%|%1%|%icpnq631%|%1%|%%|%112%|%%|%0.00M%|%2024-08-24T19:13:37%|%COMPLETED%|%2024-08-24T19:13:37%|%06:27:08%|%%|%14-22:42:22%|%14-16:15:13%|%
1792%|%16%|%19993344%|%2024-08-25T01:34:15%|%0:0%|%%|%%|%97845.102%|%hydra_bstrap_proxy%|%1792%|%16%|%icpnq[622,624,626,628,630,632,634,636,638,640,642,644,646,648,650,652]%|%16%|%%|%1792%|%%|%0.00M%|%2024-08-24T22:28:18%|%COMPLETED%|%2024-08-24T22:28:18%|%3-06:46:29%|%%|%229-21:57:07%|%226-15:10:38%|%
112%|%1%|%1249584%|%2024-08-25T01:34:15%|%0:0%|%%|%%|%97845.103%|%hydra_bstrap_proxy%|%112%|%1%|%icpnq635%|%1%|%%|%112%|%%|%0.00M%|%2024-08-24T22:28:18%|%COMPLETED%|%2024-08-24T22:28:18%|%06:14:53%|%%|%14-08:42:52%|%14-02:27:58%|%
112%|%1%|%1249584%|%2024-08-25T01:34:15%|%0:0%|%%|%%|%97845.104%|%hydra_bstrap_proxy%|%112%|%1%|%icpnq633%|%1%|%%|%112%|%%|%0.00M%|%2024-08-24T22:28:18%|%COMPLETED%|%2024-08-24T22:28:18%|%06:57:43%|%%|%14-08:40:25%|%14-01:42:41%|%
112%|%1%|%1249584%|%2024-08-25T01:34:15%|%0:0%|%%|%%|%97845.105%|%hydra_bstrap_proxy%|%112%|%1%|%icpnq649%|%1%|%%|%112%|%%|%0.00M%|%2024-08-24T22:28:18%|%COMPLETED%|%2024-08-24T22:28:18%|%06:29:29%|%%|%14-08:39:19%|%14-02:09:49%|%
112%|%1%|%1249584%|%2024-08-25T01:34:15%|%0:0%|%%|%%|%97845.106%|%hydra_bstrap_proxy%|%112%|%1%|%icpnq643%|%1%|%%|%112%|%%|%0.00M%|%2024-08-24T22:28:18%|%COMPLETED%|%2024-08-24T22:28:18%|%03:46:53%|%%|%14-09:06:11%|%14-05:19:17%|%
112%|%1%|%1249584%|%2024-08-25T01:34:15%|%0:0%|%%|%%|%97845.107%|%hydra_bstrap_proxy%|%112%|%1%|%icpnq625%|%1%|%%|%112%|%%|%0.00M%|%2024-08-24T22:28:18%|%COMPLETED%|%2024-08-24T22:28:18%|%06:17:38%|%%|%14-08:44:04%|%14-02:26:25%|%
112%|%1%|%1249584%|%2024-08-25T01:34:15%|%0:0%|%%|%%|%97845.108%|%hydra_bstrap_proxy%|%112%|%1%|%icpnq645%|%1%|%%|%112%|%%|%0.00M%|%2024-08-24T22:28:18%|%COMPLETED%|%2024-08-24T22:28:18%|%04:51:00%|%%|%14-08:50:15%|%14-03:59:15%|%
112%|%1%|%1249584%|%2024-08-25T01:34:15%|%0:0%|%%|%%|%97845.109%|%hydra_bstrap_proxy%|%112%|%1%|%icpnq653%|%1%|%%|%112%|%%|%0.00M%|%2024-08-24T22:28:18%|%COMPLETED%|%2024-08-24T22:28:18%|%04:56:55%|%%|%14-08:41:40%|%14-03:44:44%|%
112%|%1%|%1249584%|%2024-08-25T01:34:15%|%0:0%|%%|%%|%97845.110%|%hydra_bstrap_proxy%|%112%|%1%|%icpnq627%|%1%|%%|%112%|%%|%0.00M%|%2024-08-24T22:28:18%|%COMPLETED%|%2024-08-24T22:28:18%|%04:53:43%|%%|%14-08:50:49%|%14-03:57:05%|%
112%|%1%|%1249584%|%2024-08-25T01:34:15%|%0:0%|%%|%%|%97845.111%|%hydra_bstrap_proxy%|%112%|%1%|%icpnq651%|%1%|%%|%112%|%%|%0.00M%|%2024-08-24T22:28:18%|%COMPLETED%|%2024-08-24T22:28:18%|%04:20:18%|%%|%14-08:53:39%|%14-04:33:21%|%
112%|%1%|%1249584%|%2024-08-25T01:34:15%|%0:0%|%%|%%|%97845.112%|%hydra_bstrap_proxy%|%112%|%1%|%icpnq639%|%1%|%%|%112%|%%|%0.00M%|%2024-08-24T22:28:18%|%COMPLETED%|%2024-08-24T22:28:18%|%03:56:00%|%%|%14-08:57:32%|%14-05:01:32%|%
112%|%1%|%1249584%|%2024-08-25T01:34:15%|%0:0%|%%|%%|%97845.113%|%hydra_bstrap_proxy%|%112%|%1%|%icpnq641%|%1%|%%|%112%|%%|%0.00M%|%2024-08-24T22:28:18%|%COMPLETED%|%2024-08-24T22:28:18%|%05:35:24%|%%|%14-08:55:31%|%14-03:20:07%|%
112%|%1%|%1249584%|%2024-08-25T01:34:15%|%0:0%|%%|%%|%97845.114%|%hydra_bstrap_proxy%|%112%|%1%|%icpnq631%|%1%|%%|%112%|%%|%0.00M%|%2024-08-24T22:28:18%|%COMPLETED%|%2024-08-24T22:28:18%|%04:08:43%|%%|%14-09:02:09%|%14-04:53:25%|%
112%|%1%|%1249584%|%2024-08-25T01:34:15%|%0:0%|%%|%%|%97845.115%|%hydra_bstrap_proxy%|%112%|%1%|%icpnq647%|%1%|%%|%112%|%%|%0.00M%|%2024-08-24T22:28:18%|%COMPLETED%|%2024-08-24T22:28:18%|%04:53:02%|%%|%14-08:47:09%|%14-03:54:07%|%
112%|%1%|%1249584%|%2024-08-25T01:34:15%|%0:0%|%%|%%|%97845.116%|%hydra_bstrap_proxy%|%112%|%1%|%icpnq623%|%1%|%%|%112%|%%|%0.00M%|%2024-08-24T22:28:18%|%COMPLETED%|%2024-08-24T22:28:18%|%06:14:54%|%%|%14-08:42:01%|%14-02:27:06%|%
112%|%1%|%1249584%|%2024-08-25T01:34:15%|%0:0%|%%|%%|%97845.117%|%hydra_bstrap_proxy%|%112%|%1%|%icpnq637%|%1%|%%|%112%|%%|%0.00M%|%2024-08-24T22:28:18%|%COMPLETED%|%2024-08-24T22:28:18%|%06:09:59%|%%|%14-08:37:40%|%14-02:27:41%|%
112%|%1%|%1249584%|%2024-08-25T01:34:15%|%0:0%|%%|%%|%97845.118%|%hydra_bstrap_proxy%|%112%|%1%|%icpnq629%|%1%|%%|%112%|%%|%0.00M%|%2024-08-24T22:28:18%|%COMPLETED%|%2024-08-24T22:28:18%|%02:49:22%|%%|%14-09:10:17%|%14-06:20:54%|%
1792%|%16%|%19541760%|%2024-08-25T04:37:10%|%0:0%|%%|%%|%97845.119%|%hydra_bstrap_proxy%|%1792%|%16%|%icpnq[622,624,626,628,630,632,634,636,638,640,642,644,646,648,650,652]%|%16%|%%|%1792%|%%|%0.00M%|%2024-08-25T01:35:25%|%COMPLETED%|%2024-08-25T01:35:25%|%3-04:08:05%|%%|%224-17:11:30%|%221-13:03:25%|%
112%|%1%|%1221360%|%2024-08-25T04:37:10%|%0:0%|%%|%%|%97845.120%|%hydra_bstrap_proxy%|%112%|%1%|%icpnq647%|%1%|%%|%112%|%%|%0.00M%|%2024-08-25T01:35:25%|%COMPLETED%|%2024-08-25T01:35:25%|%03:56:00%|%%|%14-01:13:09%|%13-21:17:09%|%
112%|%1%|%1221360%|%2024-08-25T04:37:10%|%0:0%|%%|%%|%97845.121%|%hydra_bstrap_proxy%|%112%|%1%|%icpnq641%|%1%|%%|%112%|%%|%0.00M%|%2024-08-25T01:35:25%|%COMPLETED%|%2024-08-25T01:35:25%|%04:26:51%|%%|%14-01:04:52%|%13-20:38:00%|%
112%|%1%|%1221360%|%2024-08-25T04:37:10%|%0:0%|%%|%%|%97845.122%|%hydra_bstrap_proxy%|%112%|%1%|%icpnq623%|%1%|%%|%112%|%%|%0.00M%|%2024-08-25T01:35:25%|%COMPLETED%|%2024-08-25T01:35:25%|%04:52:09%|%%|%14-01:05:36%|%13-20:13:27%|%
112%|%1%|%1221360%|%2024-08-25T04:37:10%|%0:0%|%%|%%|%97845.123%|%hydra_bstrap_proxy%|%112%|%1%|%icpnq645%|%1%|%%|%112%|%%|%0.00M%|%2024-08-25T01:35:25%|%COMPLETED%|%2024-08-25T01:35:25%|%05:59:11%|%%|%14-00:53:14%|%13-18:54:02%|%
112%|%1%|%1221360%|%2024-08-25T04:37:10%|%0:0%|%%|%%|%97845.124%|%hydra_bstrap_proxy%|%112%|%1%|%icpnq637%|%1%|%%|%112%|%%|%0.00M%|%2024-08-25T01:35:25%|%COMPLETED%|%2024-08-25T01:35:25%|%04:16:06%|%%|%14-01:02:43%|%13-20:46:37%|%
112%|%1%|%1221360%|%2024-08-25T04:37:10%|%0:0%|%%|%%|%97845.125%|%hydra_bstrap_proxy%|%112%|%1%|%icpnq653%|%1%|%%|%112%|%%|%0.00M%|%2024-08-25T01:35:25%|%COMPLETED%|%2024-08-25T01:35:25%|%04:42:04%|%%|%14-00:52:46%|%13-20:10:41%|%
112%|%1%|%1221360%|%2024-08-25T04:37:10%|%0:0%|%%|%%|%97845.126%|%hydra_bstrap_proxy%|%112%|%1%|%icpnq625%|%1%|%%|%112%|%%|%0.00M%|%2024-08-25T01:35:25%|%COMPLETED%|%2024-08-25T01:35:25%|%04:55:19%|%%|%14-01:09:36%|%13-20:14:17%|%
112%|%1%|%1221360%|%2024-08-25T04:37:10%|%0:0%|%%|%%|%97845.127%|%hydra_bstrap_proxy%|%112%|%1%|%icpnq627%|%1%|%%|%112%|%%|%0.00M%|%2024-08-25T01:35:25%|%COMPLETED%|%2024-08-25T01:35:25%|%04:56:35%|%%|%14-01:02:14%|%13-20:05:39%|%
112%|%1%|%1221360%|%2024-08-25T04:37:10%|%0:0%|%%|%%|%97845.128%|%hydra_bstrap_proxy%|%112%|%1%|%icpnq643%|%1%|%%|%112%|%%|%0.00M%|%2024-08-25T01:35:25%|%COMPLETED%|%2024-08-25T01:35:25%|%04:33:52%|%%|%14-01:07:40%|%13-20:33:47%|%
112%|%1%|%1221360%|%2024-08-25T04:37:10%|%0:0%|%%|%%|%97845.129%|%hydra_bstrap_proxy%|%112%|%1%|%icpnq649%|%1%|%%|%112%|%%|%0.00M%|%2024-08-25T01:35:25%|%COMPLETED%|%2024-08-25T01:35:25%|%05:26:38%|%%|%14-00:59:35%|%13-19:32:57%|%
112%|%1%|%1221360%|%2024-08-25T04:37:10%|%0:0%|%%|%%|%97845.130%|%hydra_bstrap_proxy%|%112%|%1%|%icpnq631%|%1%|%%|%112%|%%|%0.00M%|%2024-08-25T01:35:25%|%COMPLETED%|%2024-08-25T01:35:25%|%05:00:12%|%%|%14-01:00:29%|%13-20:00:16%|%
112%|%1%|%1221360%|%2024-08-25T04:37:10%|%0:0%|%%|%%|%97845.131%|%hydra_bstrap_proxy%|%112%|%1%|%icpnq651%|%1%|%%|%112%|%%|%0.00M%|%2024-08-25T01:35:25%|%COMPLETED%|%2024-08-25T01:35:25%|%05:29:51%|%%|%14-00:55:32%|%13-19:25:41%|%
112%|%1%|%1221360%|%2024-08-25T04:37:10%|%0:0%|%%|%%|%97845.132%|%hydra_bstrap_proxy%|%112%|%1%|%icpnq639%|%1%|%%|%112%|%%|%0.00M%|%2024-08-25T01:35:25%|%COMPLETED%|%2024-08-25T01:35:25%|%05:48:11%|%%|%14-00:53:51%|%13-19:05:39%|%
112%|%1%|%1221360%|%2024-08-25T04:37:10%|%0:0%|%%|%%|%97845.133%|%hydra_bstrap_proxy%|%112%|%1%|%icpnq633%|%1%|%%|%112%|%%|%0.00M%|%2024-08-25T01:35:25%|%COMPLETED%|%2024-08-25T01:35:25%|%04:33:39%|%%|%14-01:09:30%|%13-20:35:50%|%
112%|%1%|%1221360%|%2024-08-25T04:37:10%|%0:0%|%%|%%|%97845.134%|%hydra_bstrap_proxy%|%112%|%1%|%icpnq635%|%1%|%%|%112%|%%|%0.00M%|%2024-08-25T01:35:25%|%COMPLETED%|%2024-08-25T01:35:25%|%05:36:01%|%%|%14-00:53:46%|%13-19:17:44%|%
112%|%1%|%1221360%|%2024-08-25T04:37:10%|%0:0%|%%|%%|%97845.135%|%hydra_bstrap_proxy%|%112%|%1%|%icpnq629%|%1%|%%|%112%|%%|%0.00M%|%2024-08-25T01:35:25%|%COMPLETED%|%2024-08-25T01:35:25%|%05:00:28%|%%|%14-00:59:27%|%13-19:58:59%|%
1792%|%16%|%21113344%|%2024-08-25T07:54:42%|%0:0%|%%|%%|%97845.136%|%hydra_bstrap_proxy%|%1792%|%16%|%icpnq[622,624,626,628,630,632,634,636,638,640,642,644,646,648,650,652]%|%16%|%%|%1792%|%%|%0.00M%|%2024-08-25T04:38:20%|%COMPLETED%|%2024-08-25T04:38:20%|%3-13:33:39%|%%|%242-17:57:24%|%239-04:23:45%|%
112%|%1%|%1319472%|%2024-08-25T07:54:42%|%0:0%|%%|%%|%97845.137%|%hydra_bstrap_proxy%|%112%|%1%|%icpnq643%|%1%|%%|%112%|%%|%0.00M%|%2024-08-25T04:38:21%|%COMPLETED%|%2024-08-25T04:38:21%|%06:08:41%|%%|%15-04:02:14%|%14-21:53:32%|%
112%|%1%|%1319472%|%2024-08-25T07:54:42%|%0:0%|%%|%%|%97845.138%|%hydra_bstrap_proxy%|%112%|%1%|%icpnq645%|%1%|%%|%112%|%%|%0.00M%|%2024-08-25T04:38:21%|%COMPLETED%|%2024-08-25T04:38:21%|%06:20:59%|%%|%15-03:57:58%|%14-21:36:59%|%
112%|%1%|%1319472%|%2024-08-25T07:54:42%|%0:0%|%%|%%|%97845.139%|%hydra_bstrap_proxy%|%112%|%1%|%icpnq631%|%1%|%%|%112%|%%|%0.00M%|%2024-08-25T04:38:21%|%COMPLETED%|%2024-08-25T04:38:21%|%05:53:40%|%%|%15-04:02:48%|%14-22:09:08%|%
112%|%1%|%1319472%|%2024-08-25T07:54:42%|%0:0%|%%|%%|%97845.140%|%hydra_bstrap_proxy%|%112%|%1%|%icpnq647%|%1%|%%|%112%|%%|%0.00M%|%2024-08-25T04:38:21%|%COMPLETED%|%2024-08-25T04:38:21%|%04:55:55%|%%|%15-04:11:24%|%14-23:15:29%|%
112%|%1%|%1319472%|%2024-08-25T07:54:42%|%0:0%|%%|%%|%97845.141%|%hydra_bstrap_proxy%|%112%|%1%|%icpnq623%|%1%|%%|%112%|%%|%0.00M%|%2024-08-25T04:38:21%|%COMPLETED%|%2024-08-25T04:38:21%|%05:06:06%|%%|%15-04:10:05%|%14-23:03:59%|%
112%|%1%|%1319472%|%2024-08-25T07:54:42%|%0:0%|%%|%%|%97845.142%|%hydra_bstrap_proxy%|%112%|%1%|%icpnq627%|%1%|%%|%112%|%%|%0.00M%|%2024-08-25T04:38:21%|%COMPLETED%|%2024-08-25T04:38:21%|%06:46:13%|%%|%15-03:55:01%|%14-21:08:48%|%
112%|%1%|%1319472%|%2024-08-25T07:54:42%|%0:0%|%%|%%|%97845.143%|%hydra_bstrap_proxy%|%112%|%1%|%icpnq651%|%1%|%%|%112%|%%|%0.00M%|%2024-08-25T04:38:21%|%COMPLETED%|%2024-08-25T04:38:21%|%05:03:45%|%%|%15-04:09:05%|%14-23:05:20%|%
112%|%1%|%1319472%|%2024-08-25T07:54:42%|%0:0%|%%|%%|%97845.144%|%hydra_bstrap_proxy%|%112%|%1%|%icpnq653%|%1%|%%|%112%|%%|%0.00M%|%2024-08-25T04:38:21%|%COMPLETED%|%2024-08-25T04:38:21%|%04:59:24%|%%|%15-04:01:09%|%14-23:01:44%|%
112%|%1%|%1319472%|%2024-08-25T07:54:42%|%0:0%|%%|%%|%97845.145%|%hydra_bstrap_proxy%|%112%|%1%|%icpnq633%|%1%|%%|%112%|%%|%0.00M%|%2024-08-25T04:38:21%|%COMPLETED%|%2024-08-25T04:38:21%|%06:35:34%|%%|%15-04:00:39%|%14-21:25:04%|%
112%|%1%|%1319472%|%2024-08-25T07:54:42%|%0:0%|%%|%%|%97845.146%|%hydra_bstrap_proxy%|%112%|%1%|%icpnq637%|%1%|%%|%112%|%%|%0.00M%|%2024-08-25T04:38:21%|%COMPLETED%|%2024-08-25T04:38:21%|%06:58:16%|%%|%15-03:49:04%|%14-20:50:48%|%
112%|%1%|%1319472%|%2024-08-25T07:54:42%|%0:0%|%%|%%|%97845.147%|%hydra_bstrap_proxy%|%112%|%1%|%icpnq629%|%1%|%%|%112%|%%|%0.00M%|%2024-08-25T04:38:21%|%COMPLETED%|%2024-08-25T04:38:21%|%04:30:12%|%%|%15-04:16:19%|%14-23:46:06%|%
112%|%1%|%1319472%|%2024-08-25T07:54:42%|%0:0%|%%|%%|%97845.148%|%hydra_bstrap_proxy%|%112%|%1%|%icpnq641%|%1%|%%|%112%|%%|%0.00M%|%2024-08-25T04:38:21%|%COMPLETED%|%2024-08-25T04:38:21%|%05:43:23%|%%|%15-04:09:37%|%14-22:26:13%|%
112%|%1%|%1319472%|%2024-08-25T07:54:42%|%0:0%|%%|%%|%97845.149%|%hydra_bstrap_proxy%|%112%|%1%|%icpnq639%|%1%|%%|%112%|%%|%0.00M%|%2024-08-25T04:38:21%|%COMPLETED%|%2024-08-25T04:38:21%|%06:07:26%|%%|%15-04:01:49%|%14-21:54:22%|%
112%|%1%|%1319472%|%2024-08-25T07:54:42%|%0:0%|%%|%%|%97845.150%|%hydra_bstrap_proxy%|%112%|%1%|%icpnq625%|%1%|%%|%112%|%%|%0.00M%|%2024-08-25T04:38:21%|%COMPLETED%|%2024-08-25T04:38:21%|%04:26:08%|%%|%15-04:15:28%|%14-23:49:19%|%
112%|%1%|%1319472%|%2024-08-25T07:54:42%|%0:0%|%%|%%|%97845.151%|%hydra_bstrap_proxy%|%112%|%1%|%icpnq635%|%1%|%%|%112%|%%|%0.00M%|%2024-08-25T04:38:21%|%COMPLETED%|%2024-08-25T04:38:21%|%04:18:13%|%%|%15-04:17:24%|%14-23:59:11%|%
112%|%1%|%1319472%|%2024-08-25T07:54:42%|%0:0%|%%|%%|%97845.152%|%hydra_bstrap_proxy%|%112%|%1%|%icpnq649%|%1%|%%|%112%|%%|%0.00M%|%2024-08-25T04:38:21%|%COMPLETED%|%2024-08-25T04:38:21%|%05:55:26%|%%|%15-04:05:14%|%14-22:09:47%|%
1792%|%16%|%20647424%|%2024-08-25T11:07:54%|%0:0%|%%|%%|%97845.153%|%hydra_bstrap_proxy%|%1792%|%16%|%icpnq[622,624,626,628,630,632,634,636,638,640,642,644,646,648,650,652]%|%16%|%%|%1792%|%%|%0.00M%|%2024-08-25T07:55:52%|%COMPLETED%|%2024-08-25T07:55:52%|%3-03:54:05%|%%|%237-11:18:43%|%234-07:24:37%|%
112%|%1%|%1290464%|%2024-08-25T11:07:54%|%0:0%|%%|%%|%97845.154%|%hydra_bstrap_proxy%|%112%|%1%|%icpnq643%|%1%|%%|%112%|%%|%0.00M%|%2024-08-25T07:55:52%|%COMPLETED%|%2024-08-25T07:55:52%|%06:52:52%|%%|%14-19:56:46%|%14-13:03:53%|%
